Trader_ID,Region,Account_Type,Trade_ID,Instrument,Trade_Type,Trade_Date,Entry_Price,Exit_Price,Profit_Loss,Drawdown,Position_Size,Leverage,Trade_Duration_Minutes,Scalper_Flag,Risk_Score,Win_Flag,Cumulative_Profit,Trading_Session,Position_Exposure,Risk_per_Trade,Streak_ID
T0321,North,Retail,TR04664,Stock,Long,2025-12-23,569.47,591.7179462916333,20401.37,18.03,917,1,24,No,1,Yes,120409.79,Afternoon,522203.99,16533.51,7
T0193,South,Institutional,TR04665,Forex,Short,2025-09-22,276.99,271.70907589314385,-4203.62,0.54,398,2,455,No,1,No,218426.11,Afternoon,220484.04,429.84,8
T0047,East,Retail,TR04666,Stock,Short,2026-01-29,984.95,1015.6831982220144,71085.89,38.63,771,3,7,Yes,2,Yes,293971.82,Afternoon,2278189.35,89351.19,9
T0148,North,Retail,TR04667,Stock,Short,2025-05-28,81.06,81.6803714565973,4162.69,6.48,671,10,38,No,1,Yes,-639380.08,Evening,543912.6,43480.8,1
T0275,West,Institutional,TR04668,Stock,Long,2025-11-22,452.49,436.9889228130487,-113002.85,18.34,729,10,162,No,2,No,-8555.78,Afternoon,3298652.1,133698.6,1
T0157,South,Retail,TR04669,Commodity,Short,2025-05-29,624.78,614.3998234897095,-3145.19,53.22,303,1,115,No,3,No,-36097.55,Afternoon,189308.34,16125.66,1
T0202,South,Retail,TR04670,Stock,Short,2025-07-15,619.46,623.6991500145133,54430.69,46.02,428,30,138,No,5,Yes,22850.98,Afternoon,7953866.4,590896.8,2
T0444,South,Retail,TR04671,Forex,Long,2025-12-17,741.37,731.4385417055067,-337.67,53.33,17,2,147,No,3,No,-257261.77,Evening,25206.58,1813.22,2
T0402,West,Retail,TR04672,Stock,Long,2025-05-28,727.17,729.9719290855389,5525.4,27.71,986,2,139,No,2,Yes,77786.83,Afternoon,1433979.24,54644.12,3
T0476,West,Retail,TR04673,Stock,Short,2025-05-14,795.21,765.5342048372005,-7211.22,4.24,81,3,50,No,1,No,-302094.47,Evening,193236.03,1030.32,3
T0419,East,Retail,TR04674,Forex,Short,2025-12-10,241.94,242.2087820697743,247.28,21.35,184,5,44,No,2,Yes,155677.33,Evening,222584.8,19642.0,4
T0427,West,Retail,TR04675,Stock,Long,2025-04-30,376.8,375.8758557943883,-1294.73,24.05,467,3,67,No,2,No,68410.52,Afternoon,527896.8,33694.05,4
T0495,East,Retail,TR04676,Commodity,Short,2025-05-26,388.21,402.99589597418,125532.26,3.51,283,30,197,No,3,Yes,322013.16,Morning,3295902.9,29799.9,5
T0479,South,Retail,TR04677,Stock,Short,2025-03-18,956.28,943.4121072237988,-4568.1,7.8,71,5,334,No,1,No,3222.23,Evening,339479.4,2769.0,6
T0475,East,Retail,TR04678,Stock,Long,2025-05-04,415.22,421.1304969790663,10638.89,25.51,90,20,72,No,3,Yes,10693.76,Afternoon,747396.0,45918.0,6
T0126,North,Retail,TR04679,Forex,Short,2025-05-24,229.65,235.62796181542188,4238.37,9.7,709,1,10,Yes,1,Yes,99924.69,Evening,162821.85,6877.3,7
T0395,South,Retail,TR04680,Crypto,Long,2025-03-23,636.02,649.7855780864447,176750.02,12.13,642,20,334,No,3,Yes,1916912.43,Afternoon,8166496.8,155749.2,7
T0305,South,Retail,TR04681,Stock,Short,2025-09-02,432.99,442.9387157421414,11779.28,10.37,592,2,10,Yes,1,Yes,-4859.9,Afternoon,512660.16,12278.08,7
T0369,East,Retail,TR04682,Forex,Long,2025-06-14,257.58,257.208635058666,-1067.3,9.94,958,3,20,No,1,No,-278279.36,Morning,740284.92,28567.56,7
T0294,South,Retail,TR04683,Crypto,Long,2025-04-11,717.98,724.1611004857667,6768.31,53.86,365,3,242,No,3,Yes,-653364.01,Evening,786188.1,58976.7,8
T0064,West,Retail,TR04684,Stock,Long,2025-06-15,200.01,197.65550381951007,-1433.89,3.94,203,3,96,No,1,No,39266.96,Evening,121806.09,2399.46,1
T0325,North,Retail,TR04685,Commodity,Long,2025-06-26,637.02,644.5573769162054,52234.02,44.74,231,30,52,No,5,Yes,4393.91,Evening,4414548.6,310048.2,1
T0392,East,Institutional,TR04686,Stock,Short,2025-03-17,436.23,426.6643822194324,-17189.42,7.81,599,3,320,No,1,No,333482.3,Evening,783905.31,14034.57,2
T0418,East,Retail,TR04687,Stock,Long,2025-04-09,325.98,320.778028955254,-7688.51,24.9,739,2,387,No,1,No,83742.63,Afternoon,481798.44,36802.2,3
T0176,South,Retail,TR04688,Forex,Short,2025-12-13,946.52,985.322005111513,465.62,85.21,6,2,48,No,5,Yes,51594.09,Evening,11358.24,1022.52,4
T0116,West,Retail,TR04689,Stock,Long,2025-05-26,331.16,337.44382315594487,44866.5,14.66,357,20,243,No,3,Yes,-83815.71,Morning,2364482.4,104672.4,5
T0440,South,Retail,TR04690,Forex,Long,2025-03-10,354.03,342.9777125799926,-14887.43,22.7,449,3,136,No,1,No,-246919.07,Evening,476878.41,30576.9,5
T0204,South,Retail,TR04691,Stock,Long,2025-05-23,871.93,878.1918159226037,13844.88,23.22,737,3,38,No,1,Yes,5883.29,Afternoon,1927837.23,51339.42,5
T0486,East,Retail,TR04692,Stock,Short,2026-01-04,137.75,135.01416753439952,-11982.95,12.78,146,30,340,No,4,No,-1283306.14,Afternoon,603345.0,55976.4,6
T0321,South,Retail,TR04693,Commodity,Long,2025-05-07,116.99,118.60410220217727,2663.27,4.98,55,30,7,Yes,3,Yes,123073.06,Afternoon,193033.5,8217.0,7
T0031,North,Retail,TR04694,Forex,Short,2025-04-19,289.88,292.10368316975854,1489.87,14.4,67,10,45,No,2,Yes,-230668.05,Afternoon,194219.6,9648.0,7
T0388,South,Retail,TR04695,Forex,Long,2025-11-16,595.72,598.211006910188,5208.7,15.58,697,3,60,No,1,Yes,51691.46,Afternoon,1245650.52,32577.78,8
T0113,South,Retail,TR04696,Stock,Short,2025-10-09,390.46,385.46657841371007,-1468.07,7.58,147,2,140,No,1,No,-133721.18,Evening,114795.24,2228.52,8
T0365,East,Retail,TR04697,Stock,Short,2025-03-20,612.47,630.3087487587361,104535.07,13.93,586,10,4,Yes,2,Yes,73966.83,Evening,3589074.2,81629.8,9
T0434,South,Retail,TR04698,Crypto,Short,2026-02-21,168.15,165.9500569362649,-43118.88,8.0,980,20,264,No,2,No,-72312.07,Afternoon,3295740.0,156800.0,9
T0325,West,Retail,TR04699,Crypto,Short,2025-06-05,268.84,270.10779837461484,16506.73,3.7,651,20,129,No,2,Yes,20900.64,Afternoon,3500296.8,48174.0,9
T0414,East,Retail,TR04700,Stock,Short,2025-07-07,569.51,567.0777625721197,-8950.63,22.09,736,5,38,No,2,No,1213297.38,Evening,2095796.8,81291.2,1
T0376,South,Retail,TR04701,Stock,Short,2025-06-28,224.98,218.72292279808667,-7258.21,8.6,232,5,128,No,1,No,32213.79,Afternoon,260976.8,9976.0,1
T0344,North,Institutional,TR04702,Stock,Long,2025-03-13,428.58,425.6801979860564,-13571.07,18.56,468,10,92,No,2,No,-132123.13,Afternoon,2005754.4,86860.8,1
T0443,North,Retail,TR04703,Stock,Short,2025-09-18,576.92,557.347689874194,-272055.11,24.35,695,20,49,No,3,No,-559871.29,Morning,8019188.0,338465.0,1
T0067,East,Retail,TR04704,Crypto,Long,2025-04-19,973.91,985.2098768571092,1084.79,26.73,96,1,3,Yes,1,Yes,-258231.32,Morning,93495.36,2566.08,1
T0075,East,Retail,TR04705,Stock,Long,2025-02-26,89.09,87.97839643152778,-2728.99,3.27,491,5,96,No,1,No,36751.42,Morning,218715.95,8027.85,1
T0045,South,Retail,TR04706,Stock,Short,2026-01-15,465.81,462.5990488839084,-8987.45,42.03,933,3,10,Yes,2,No,-19757.95,Morning,1303802.19,117641.97,2
T0260,West,Retail,TR04707,Stock,Short,2025-03-16,402.31,407.3839836141651,86663.64,1.51,854,20,199,No,2,Yes,169722.68,Afternoon,6871454.8,25790.8,2
T0154,South,Retail,TR04708,Stock,Long,2025-05-10,826.0,815.9937222185468,-4963.11,7.25,248,2,11,Yes,1,No,1025922.38,Afternoon,409696.0,3596.0,2
T0155,North,Retail,TR04709,Stock,Long,2025-12-06,901.29,861.9144180838974,-155927.3,83.72,132,30,67,No,7,No,-182675.12,Afternoon,3569108.4,331531.2,2
T0430,West,Institutional,TR04710,Crypto,Short,2025-08-27,907.94,914.3874519799696,6769.82,24.61,525,2,68,No,1,Yes,30634.96,Afternoon,953337.0,25840.5,2
T0363,West,Retail,TR04711,Crypto,Long,2025-02-25,381.39,376.190226808228,-363.98,11.6,70,1,97,No,1,No,-843849.82,Morning,26697.3,812.0,2
T0448,West,Institutional,TR04712,Stock,Long,2025-09-23,311.61,309.53933688905266,-2167.98,10.72,349,3,4,Yes,1,No,-641995.83,Evening,326255.67,11223.84,2
T0475,South,Retail,TR04713,Crypto,Short,2025-10-24,454.65,459.6861889443972,111299.78,4.7,442,50,27,No,5,Yes,121993.54,Afternoon,10047765.0,103870.0,3
T0234,North,Retail,TR04714,Forex,Long,2025-10-09,350.55,343.5526185993338,-8956.65,26.96,256,5,26,No,2,No,-135736.99,Afternoon,448704.0,34508.8,4
T0051,East,Retail,TR04715,Stock,Short,2025-08-02,721.66,726.672606207399,1934.87,11.78,386,1,109,No,1,Yes,235014.73,Evening,278560.76,4547.08,1
T0306,South,Retail,TR04716,Stock,Short,2025-08-22,221.44,221.64176357248712,203.78,15.54,505,2,36,No,1,Yes,-34175.05,Evening,223654.4,15695.4,1
T0262,East,Retail,TR04717,Stock,Long,2025-08-21,662.1,661.5698930255994,-742.15,15.39,700,2,18,No,1,No,-333581.18,Evening,926940.0,21546.0,1
T0315,West,Retail,TR04718,Stock,Long,2025-07-29,927.72,922.9248824277904,-2881.87,63.28,601,1,2,Yes,3,No,82674.23,Morning,557559.72,38031.28,2
T0125,West,Institutional,TR04719,Crypto,Long,2026-02-21,287.11,288.49414197185644,1727.41,27.9,416,3,220,No,2,Yes,-40624.72,Afternoon,358313.28,34819.2,3
T0399,South,Institutional,TR04720,Stock,Short,2025-10-18,680.12,688.7423953295166,8251.63,34.67,319,3,427,No,2,Yes,-26528.18,Morning,650874.84,33179.19,4
T0245,North,Retail,TR04721,Commodity,Long,2025-04-14,152.13,146.87295091309716,-8306.14,4.85,316,5,145,No,1,No,49106.12,Morning,240365.4,7663.0,4
T0030,West,Retail,TR04722,Crypto,Long,2025-03-18,130.17,132.17909696517856,2676.12,4.92,666,2,63,No,1,Yes,-74332.44,Evening,173386.44,6553.44,4
T0426,East,Retail,TR04723,Stock,Short,2025-09-08,124.49,123.62302582112189,-17096.73,4.78,986,20,15,No,2,No,-183381.12,Evening,2454942.8,94261.6,5
T0485,East,Retail,TR04724,Crypto,Long,2025-08-11,147.14,142.12771350188137,-15006.79,1.84,998,3,77,No,1,No,-167930.88,Morning,440537.16,5508.96,1
T0122,South,Retail,TR04725,Stock,Long,2025-11-15,224.0,223.06571625373496,-1855.49,18.34,662,3,73,No,1,No,1470778.39,Evening,444864.0,36423.24,1
T0125,East,Institutional,TR04726,Stock,Short,2025-10-17,567.2,555.636267961521,-38160.32,21.51,330,10,65,No,2,No,-78785.04,Evening,1871760.0,70983.0,2
T0037,North,Retail,TR04727,Forex,Short,2025-12-30,769.32,785.9631668865399,32720.47,55.23,983,2,57,No,3,Yes,76385.45,Evening,1512483.12,108582.18,2
T0170,West,Retail,TR04728,Stock,Long,2025-06-11,135.59,131.6908269495745,-1029.38,3.67,132,2,82,No,1,No,271441.38,Morning,35795.76,968.88,2
T0124,East,Retail,TR04729,Stock,Short,2025-08-02,871.31,874.7760746640495,998.23,31.05,144,2,9,Yes,2,Yes,69887.22,Morning,250937.28,8942.4,2
T0357,East,Retail,TR04730,Forex,Long,2025-08-07,844.29,848.1993487142378,9656.09,74.88,247,10,4,Yes,5,Yes,-264837.43,Afternoon,2085396.3,184953.6,2
T0035,West,Retail,TR04731,Crypto,Short,2025-06-04,730.11,735.7146550983907,353.09,31.03,63,1,7,Yes,2,Yes,-11781.14,Evening,45996.93,1954.89,3
T0087,South,Retail,TR04732,Stock,Short,2025-06-15,431.71,437.3267454369447,11491.86,15.25,682,3,26,No,1,Yes,86103.99,Morning,883278.66,31201.5,3
T0134,East,Institutional,TR04733,Stock,Short,2025-06-21,11.54,11.422903030142638,-1087.83,0.36,929,10,39,No,1,No,88.93,Evening,107206.6,3344.4,1
T0196,South,Retail,TR04734,Forex,Long,2025-08-18,737.42,720.2481818637381,-46827.55,65.85,909,3,22,No,4,No,-388039.95,Afternoon,2010944.34,179572.95,1
T0274,South,Retail,TR04735,Forex,Short,2025-10-27,880.2,843.0762698190279,-90656.15,37.22,814,3,34,No,2,No,-210099.76,Afternoon,2149448.4,90891.24,1
T0201,East,Retail,TR04736,Stock,Short,2025-12-30,341.93,342.99418026337656,535.28,29.99,503,1,24,No,2,Yes,111767.56,Afternoon,171990.79,15084.97,1
T0369,North,Institutional,TR04737,Commodity,Short,2025-02-25,720.81,712.9687726820814,-18505.3,21.65,236,10,19,No,2,No,-296784.66,Afternoon,1701111.6,51094.0,1
T0285,South,Institutional,TR04738,Forex,Short,2025-05-01,71.43,73.10247347356095,3319.86,6.99,397,5,41,No,1,Yes,-616582.97,Afternoon,141788.55,13875.15,2
T0077,East,Retail,TR04739,Forex,Long,2025-06-24,712.4,721.285851249127,35587.83,35.82,801,5,60,No,2,Yes,47227.8,Evening,2853162.0,143459.1,3
T0059,South,Retail,TR04740,Commodity,Short,2025-06-03,77.63,79.79353718137821,2661.15,1.28,123,10,163,No,1,Yes,42323.18,Afternoon,95484.9,1574.4,3
T0431,West,Institutional,TR04741,Commodity,Long,2025-11-11,591.31,573.7805162316911,-23664.8,25.08,270,5,373,No,2,No,-288374.39,Morning,798268.5,33858.0,4
T0126,North,Retail,TR04742,Stock,Long,2025-12-25,601.58,589.9723569966269,-278.58,41.01,8,3,301,No,2,No,99646.11,Evening,14437.92,984.24,5
T0500,North,Retail,TR04743,Stock,Short,2025-08-08,309.13,311.89595986810474,10095.75,27.45,730,5,77,No,2,Yes,-3760.62,Evening,1128324.5,100192.5,6
T0401,West,Retail,TR04744,Crypto,Long,2025-05-31,88.33,90.68823958037032,24195.54,1.12,342,30,74,No,3,Yes,319817.09,Afternoon,906265.8,11491.2,7
T0109,West,Retail,TR04745,Commodity,Short,2025-07-15,949.84,995.814375468228,157692.11,53.04,686,5,16,No,3,Yes,-310420.18,Afternoon,3257951.2,181927.2,7
T0224,South,Institutional,TR04746,Forex,Long,2025-07-28,540.22,544.8790368620805,29724.66,28.77,638,10,427,No,2,Yes,-288386.53,Evening,3446603.6,183552.6,7
T0496,West,Retail,TR04747,Stock,Short,2025-05-29,583.96,584.3091296240561,939.51,19.18,897,3,171,No,1,Yes,36756.14,Morning,1571436.36,51613.38,7
T0278,North,Retail,TR04748,Forex,Long,2025-10-08,618.87,629.4649699104582,16687.08,25.29,315,5,225,No,2,Yes,29633.44,Evening,974720.25,39831.75,8
T0068,West,Retail,TR04749,Stock,Long,2026-01-20,892.14,881.0935951806981,-18292.85,27.18,828,2,32,No,2,No,178319.97,Afternoon,1477383.84,45010.08,1
T0069,East,Retail,TR04750,Commodity,Short,2026-02-06,69.65,68.54746235306479,-1855.57,2.11,561,3,61,No,1,No,62486.68,Afternoon,117220.95,3551.13,2
T0165,East,Retail,TR04751,Stock,Short,2025-05-28,894.35,904.6298391354196,6908.05,47.7,336,2,12,Yes,3,Yes,86859.36,Morning,601003.2,32054.4,2
T0489,South,Retail,TR04752,Commodity,Long,2025-05-27,247.28,250.76693362074224,7824.68,1.48,748,3,339,No,1,Yes,182301.05,Morning,554896.32,3321.12,3
T0305,North,Retail,TR04753,Stock,Long,2025-03-19,87.17,87.09833211580157,-61.71,4.2,861,1,40,No,1,No,-4921.61,Morning,75053.37,3616.2,3
T0397,East,Retail,TR04754,Commodity,Short,2025-04-02,660.69,649.5596786025017,-46135.18,21.43,829,5,108,No,2,No,-1060477.12,Afternoon,2738560.05,88827.35,4
T0162,West,Institutional,TR04755,Stock,Long,2025-12-06,977.21,996.9303328615448,10096.81,45.38,256,2,19,No,3,Yes,55128.43,Morning,500331.52,23234.56,4
T0365,East,Institutional,TR04756,Crypto,Long,2025-09-01,66.67,64.89185196158647,-4125.3,6.5,116,20,194,No,2,No,69841.53,Morning,154674.4,15080.0,4
T0342,East,Institutional,TR04757,Commodity,Long,2025-11-22,431.86,432.8234789186506,2286.34,32.01,791,3,24,No,2,Yes,297562.98,Afternoon,1024803.78,75959.73,4
T0309,South,Retail,TR04758,Forex,Short,2026-01-08,534.49,538.699484008185,49124.68,46.05,389,30,198,No,5,Yes,81752.35,Evening,6237498.3,537403.5,4
T0379,West,Retail,TR04759,Forex,Long,2025-06-15,259.6,256.440309964212,-805.72,9.64,85,3,61,No,1,No,84356.13,Morning,66198.0,2458.2,4
T0343,West,Institutional,TR04760,Stock,Short,2025-06-27,983.04,1011.8976736887596,364761.0,69.39,632,20,103,No,6,Yes,343029.97,Morning,12425625.6,877089.6,4
T0435,West,Retail,TR04761,Stock,Short,2025-10-19,644.55,643.5303709726968,-1827.18,29.85,896,2,37,No,2,No,197452.23,Afternoon,1155033.6,53491.2,4
T0387,South,Retail,TR04762,Crypto,Long,2025-10-09,845.91,838.2746947431324,-1145.3,50.51,50,3,257,No,3,No,-574510.9,Afternoon,126886.5,7576.5,5
T0042,West,Retail,TR04763,Stock,Short,2025-08-22,421.62,403.546791975685,-14820.03,18.47,164,5,171,No,1,No,-23928.25,Morning,345728.4,15145.4,5
T0354,West,Institutional,TR04764,Crypto,Short,2025-10-20,360.42,383.20535998393626,6744.47,4.75,148,2,52,No,1,Yes,178064.66,Afternoon,106684.32,1406.0,5
T0416,East,Retail,TR04765,Forex,Short,2025-03-18,557.63,555.9822704136553,-4572.45,52.83,555,5,105,No,3,No,-73936.05,Morning,1547423.25,146603.25,6
T0109,East,Retail,TR04766,Stock,Short,2025-03-14,440.93,427.0474538667645,-3776.05,31.15,136,2,16,No,2,No,-314196.23,Afternoon,119932.96,8472.8,6
T0051,West,Retail,TR04767,Stock,Short,2026-01-06,717.8,703.8594882905279,-31700.72,43.11,758,3,20,No,2,No,203314.01,Evening,1632277.2,98032.14,7
T0250,North,Retail,TR04768,Stock,Short,2025-12-09,273.16,279.29435798715986,1337.29,15.32,218,1,91,No,1,Yes,-152985.95,Afternoon,59548.88,3339.76,7
T0497,North,Institutional,TR04769,Stock,Short,2025-11-06,455.1,445.856013092505,-8661.62,32.9,937,1,122,No,2,No,821053.01,Evening,426428.7,30827.3,8
T0341,West,Retail,TR04770,Commodity,Short,2025-12-30,896.18,903.2143633115854,7118.78,47.73,506,2,97,No,3,Yes,86529.56,Afternoon,906934.16,48302.76,8
T0430,North,Retail,TR04771,Crypto,Long,2025-05-16,758.55,767.6488998709275,144308.55,16.38,793,20,98,No,3,Yes,174943.51,Afternoon,12030603.0,259786.8,1
T0383,South,Institutional,TR04772,Stock,Short,2025-08-08,176.39,175.1668165401862,-2275.12,0.13,372,5,162,No,1,No,6250.3,Afternoon,328085.4,241.8,2
T0492,East,Retail,TR04773,Stock,Long,2025-03-03,888.0,875.1246161539722,-60256.8,34.02,234,20,279,No,4,No,-75763.65,Evening,4155840.0,159213.6,2
T0021,South,Retail,TR04774,Forex,Short,2025-09-20,593.13,595.7592923059767,61131.05,33.43,775,30,58,No,5,Yes,156322.95,Evening,13790272.5,777247.5,2
T0300,East,Retail,TR04775,Stock,Short,2025-11-07,682.49,690.1417090077093,2639.84,25.37,115,3,92,No,2,Yes,-109947.69,Morning,235459.05,8752.65,2
T0139,North,Retail,TR04776,Stock,Long,2025-06-02,301.31,291.6636882969329,-24713.85,16.07,854,3,268,No,1,No,-41092.27,Afternoon,771956.22,41171.34,2
T0359,North,Institutional,TR04777,Stock,Long,2025-04-03,447.13,427.56113174719457,-73970.32,29.73,189,20,74,No,4,No,-537091.88,Morning,1690151.4,112379.4,2
T0324,West,Retail,TR04778,Crypto,Long,2025-06-17,808.74,826.9917762654683,22832.97,65.5,417,3,70,No,4,Yes,135852.1,Evening,1011733.74,81940.5,3
T0499,North,Institutional,TR04779,Stock,Long,2025-08-21,337.37,341.2867712461239,15432.08,10.08,197,20,174,No,3,Yes,20796.52,Morning,1329237.8,39715.2,3
T0385,North,Retail,TR04780,Stock,Long,2025-09-24,173.41,174.51559746025123,1824.24,10.98,550,3,251,No,1,Yes,-935521.57,Morning,286126.5,18117.0,3
T0092,West,Retail,TR04781,Commodity,Long,2025-11-08,384.52,378.70641593423954,-9138.95,34.29,524,3,160,No,2,No,-40657.06,Afternoon,604465.44,53903.88,3
T0447,West,Retail,TR04782,Stock,Short,2025-07-29,78.53,80.29255159752235,2241.97,1.2,636,2,12,Yes,1,Yes,-46735.79,Afternoon,99890.16,1526.4,3
T0280,East,Retail,TR04783,Crypto,Long,2025-06-27,720.68,736.6071435131363,17710.98,49.76,556,2,75,No,3,Yes,-204.84,Evening,801396.16,55333.12,3
T0125,North,Retail,TR04784,Stock,Short,2025-04-07,156.27,156.46232268695726,473.69,14.29,821,3,28,No,1,Yes,-78311.35,Morning,384893.01,35196.27,3
T0483,East,Retail,TR04785,Stock,Long,2025-08-29,292.27,290.53502470011773,-72.87,19.62,14,3,45,No,1,No,41143.53,Evening,12275.34,824.04,4
T0397,East,Retail,TR04786,Stock,Long,2025-09-29,882.27,889.0245606609865,13063.32,8.17,967,2,75,No,1,Yes,-1047413.8,Afternoon,1706310.18,15800.78,4
T0111,South,Retail,TR04787,Stock,Short,2025-03-08,545.09,547.9545472279583,4927.02,15.43,860,2,30,No,1,Yes,-118720.23,Evening,937554.8,26539.6,5
T0354,North,Retail,TR04788,Stock,Short,2025-03-02,328.13,324.2288832913095,-6600.69,6.22,564,3,87,No,1,No,171463.97,Afternoon,555195.96,10524.24,5
T0139,North,Retail,TR04789,Stock,Long,2025-06-25,552.19,534.707962413727,-21415.5,50.38,245,5,123,No,3,No,-62507.77,Evening,676432.75,61715.5,6
T0484,South,Retail,TR04790,Stock,Short,2026-02-04,226.09,227.1841880090862,15143.56,22.43,692,20,249,No,3,Yes,61426.43,Afternoon,3129085.6,310431.2,6
T0435,East,Retail,TR04791,Stock,Long,2025-05-30,34.92,34.80991922756763,-664.89,1.51,302,20,28,No,2,No,196787.34,Afternoon,210916.8,9120.4,7
T0273,North,Institutional,TR04792,Forex,Long,2025-09-19,607.7,616.2677618529301,79508.83,54.46,464,20,44,No,5,Yes,161255.27,Evening,5639456.0,505388.8,7
T0099,East,Retail,TR04793,Crypto,Short,2025-05-04,716.98,741.379138992979,114309.97,9.68,937,5,62,No,1,Yes,54603.24,Evening,3359051.3,45350.8,8
T0252,South,Retail,TR04794,Crypto,Long,2026-01-18,880.98,858.8987998330767,-70880.65,0.3,642,5,30,No,1,No,-232285.34,Afternoon,2827945.8,963.0,9
T0338,West,Retail,TR04795,Forex,Short,2026-01-16,774.16,781.3356691108052,93211.94,44.0,433,30,48,No,5,Yes,103200.25,Evening,10056338.4,571560.0,1
T0104,East,Retail,TR04796,Commodity,Short,2026-02-07,927.41,900.7641762189584,-52812.02,91.57,991,2,257,No,5,No,207877.46,Morning,1838126.62,181491.74,1
T0214,North,Institutional,TR04797,Stock,Short,2026-02-03,986.09,1013.9830626151548,34141.11,55.45,612,2,17,No,3,Yes,-95923.53,Morning,1206974.16,67870.8,1
T0249,West,Retail,TR04798,Stock,Long,2025-11-22,747.49,732.7425449012709,-6813.32,73.29,462,1,70,No,4,No,-12441.44,Morning,345340.38,33859.98,1
T0152,East,Institutional,TR04799,Stock,Long,2025-07-29,869.24,856.6600200381839,-220904.45,39.18,878,20,44,No,4,No,-214064.72,Evening,15263854.4,688000.8,1
T0250,East,Retail,TR04800,Crypto,Short,2025-10-20,676.99,669.1312465172988,-6695.66,25.86,284,3,9,Yes,2,No,-159681.61,Afternoon,576795.48,22032.72,1
T0275,West,Institutional,TR04801,Crypto,Long,2025-11-15,179.23,180.23006390476056,1869.12,16.66,623,3,12,Yes,1,Yes,-6686.66,Evening,334980.87,31137.54,2
T0165,West,Retail,TR04802,Forex,Long,2025-08-09,189.89,191.0150390519398,18000.62,0.93,800,20,184,No,2,Yes,104859.98,Morning,3038240.0,14880.0,3
T0487,West,Retail,TR04803,Stock,Short,2025-03-14,119.16,120.59372576981325,2597.91,3.89,604,3,229,No,1,Yes,10565.4,Evening,215917.92,7048.68,4
T0341,North,Retail,TR04804,Forex,Short,2026-02-14,943.54,966.808358216021,273635.89,41.85,588,20,162,No,4,Yes,360165.45,Afternoon,11096030.4,492156.0,5
T0008,North,Retail,TR04805,Stock,Long,2025-06-28,676.02,672.0902461142227,-8452.9,5.88,717,3,92,No,1,No,65958.26,Morning,1454119.02,12647.88,6
T0284,East,Retail,TR04806,Stock,Short,2025-10-31,792.01,781.4654026956488,-56308.15,40.95,534,10,177,No,3,No,-334196.66,Evening,4229333.4,218673.0,6
T0005,East,Retail,TR04807,Forex,Long,2025-08-17,337.85,331.51080344594675,-21616.66,12.68,682,5,19,No,1,No,-82249.09,Afternoon,1152068.5,43238.8,6
T0145,South,Retail,TR04808,Stock,Long,2025-11-19,465.82,467.191600216792,1009.5,20.36,368,2,181,No,1,Yes,-287073.62,Afternoon,342843.52,14984.96,7
T0101,North,Retail,TR04809,Stock,Short,2026-02-11,49.38,49.37601595193035,-1.25,3.39,157,2,66,No,1,No,-81265.99,Evening,15505.32,1064.46,7
T0164,East,Retail,TR04810,Crypto,Short,2025-06-09,890.12,865.4887032980737,-36158.74,6.26,734,2,166,No,1,No,136292.48,Evening,1306696.16,9189.68,8
T0374,West,Institutional,TR04811,Forex,Long,2025-08-10,854.47,866.7977325873194,28538.7,82.18,463,5,31,No,5,Yes,87012.98,Afternoon,1978098.05,190246.7,1
T0147,West,Retail,TR04812,Stock,Long,2025-06-29,786.96,780.1959946392684,-5898.21,41.11,872,1,214,No,2,No,-386867.76,Afternoon,686229.12,35847.92,2
T0064,North,Retail,TR04813,Stock,Long,2025-05-30,67.72,69.7994215623483,6030.32,5.68,580,5,100,No,1,Yes,45297.28,Morning,196388.0,16472.0,3
T0091,West,Institutional,TR04814,Commodity,Short,2025-07-07,182.51,181.92020147580104,-949.58,5.81,161,10,0,Yes,1,No,-5512.17,Afternoon,293841.1,9354.1,4
T0117,South,Retail,TR04815,Stock,Short,2026-01-15,340.83,333.487783045488,-3832.64,10.69,174,3,87,No,1,No,-174757.63,Evening,177913.26,5580.18,5
T0354,East,Retail,TR04816,Stock,Short,2025-06-14,270.43,271.9204191285688,13488.29,24.44,905,10,44,No,2,Yes,184952.26,Morning,2447391.5,221182.0,6
T0267,East,Retail,TR04817,Stock,Short,2025-08-08,840.08,857.6949592330456,17579.73,9.87,499,2,7,Yes,1,Yes,89127.8,Evening,838399.84,9850.26,6
T0310,East,Institutional,TR04818,Forex,Long,2025-07-08,202.89,204.60293151933024,47105.62,2.11,550,50,71,No,5,Yes,18638.33,Morning,5579475.0,58025.0,7
T0173,North,Retail,TR04819,Stock,Long,2025-09-20,536.8,550.2998839512762,9071.92,37.42,336,2,44,No,2,Yes,-558955.48,Evening,360729.6,25146.24,8
T0047,West,Retail,TR04820,Stock,Long,2025-08-19,575.67,566.7456115324286,-696.1,26.83,26,3,27,No,2,No,293275.72,Morning,44902.26,2092.74,9
T0140,South,Retail,TR04821,Stock,Long,2025-08-03,430.76,436.2851213342149,211612.15,30.9,766,50,51,No,7,Yes,503078.9,Morning,16498108.0,1183470.0,10
T0246,North,Retail,TR04822,Stock,Short,2025-07-06,248.28,254.36854912238985,92058.86,10.75,504,30,23,No,4,Yes,-129601.11,Evening,3753993.6,162540.0,10
